,Bigram,Count
1606,months to,774
1607,face and,774
1608,can't sleep,774
1609,and did,774
1610,if it's,773
1611,the years,773
1612,very happy,773
1613,to switch,772
1614,week or,772
1615,a doctor,771
1616,in one,771
1617,symptoms and,770
1618,but for,770
1619,and weight,770
1620,to fall,769
1621,of people,769
1622,one month,768
1623,was i,767
1624,but at,766
1625,sure i,766
1626,problems and,765
1627,since then,764
1628,me if,764
1629,side of,764
1630,think this,763
1631,and got,762
1632,even if,761
1633,day it,760
1634,down the,759
1635,get back,759
1636,the headaches,758
1637,was feeling,757
1638,my migraines,757
1639,are a,757
1640,dealing with,756
1641,hours and,756
1642,it seemed,755
1643,sleep for,754
1644,it now,754
1645,since my,754
1646,about to,753
1647,first but,752
1648,med i,752
1649,this will,751
1650,after two,749
1651,effects to,749
1652,not want,748
1653,hope this,748
1654,i've ever,748
1655,tell you,747
1656,gained weight,747
1657,lose weight,747
1658,i no,747
1659,me very,746
1660,was really,746
1661,day or,746
1662,it up,746
1663,months later,745
1664,can cause,745
1665,wanting to,745
1666,is what,744
1667,second day,744
1668,the comments,744
1669,for another,743
1670,many people,743
1671,this morning,743
1672,began taking,742
1673,may not,742
1674,to avoid,742
1675,however the,741
1676,to i,740
1677,and there,740
1678,no weight,739
1679,should not,738
1680,even with,738
1681,so the,738
1682,pains in,738
1683,feel that,738
1684,my year,737
1685,and go,737
1686,not like,737
1687,use this,737
1688,has anyone,737
1689,i didnt,737
1690,my job,736
1691,for depression,736
1692,so good,736
1693,other people,735
1694,in days,735
1695,within the,735
1696,must be,735
1697,meds i,734
1698,and didn't,734
1699,bad as,733
1700,than that,732
1701,the one,732
1702,a result,732
1703,stopping the,731
1704,using the,731
1705,my acne,731
1706,gain weight,730
1707,email me,730
1708,course of,728
1709,sort of,728
1710,i slept,727
1711,feel great,727
1712,believe that,727
1713,pill for,727
1714,blood sugar,726
1715,little bit,726
1716,ever had,725
1717,i start,725
1718,your life,725
1719,first days,724
1720,under control,724
1721,has had,724
1722,breakthrough bleeding,723
1723,all in,723
1724,a difference,723
1725,my entire,722
1726,day my,722
1727,after having,722
1728,had taken,722
1729,period i,721
1730,of any,720
1731,worse and,720
1732,would take,720
1733,getting worse,720
1734,and joint,719
1735,what a,719
1736,you do,719
1737,things that,718
1738,a zombie,718
1739,feel very,718
1740,which has,718
1741,heart beat,717
1742,hours later,716
1743,many years,715
1744,the house,715
1745,a high,715
1746,weeks to,714
1747,like that,714
1748,other day,713
1749,she said,713
1750,as far,713
1751,people have,713
1752,are very,713
1753,in this,713
1754,blurry vision,713
1755,the withdrawal,713
1756,need it,712
1757,at am,712
1758,horrible side,712
1759,effects have,711
1760,control my,711
1761,and severe,710
1762,like myself,710
1763,many of,710
1764,have gone,710
1765,my sleep,709
1766,i'd rather,708
1767,dry eyes,708
1768,suffered from,707
1769,since taking,707
1770,i ever,707
1771,say i,707
1772,even after,707
1773,time it,706
1774,to an,706
1775,more and,706
1776,too many,705
1777,i came,705
1778,well and,704
1779,have more,704
1780,history of,704
1781,the doc,703
1782,drive and,703
1783,site i,703
1784,point where,703
1785,didn't know,702
1786,was no,701
1787,rash on,701
1788,been very,700
1789,but was,700
1790,given me,700
1791,swings and,700
1792,using this,700
1793,love this,699
1794,go through,698
1795,have always,698
1796,wrong with,698
1797,myself to,698
1798,within days,698
1799,days to,698
1800,started feeling,697
1801,developed a,697
1802,back of,696
1803,not sleep,696
1804,horrible i,696
1805,use of,696
1806,far as,695
1807,point i,695
1808,never experienced,695
1809,me as,694
1810,in i,694
1811,out for,693
1812,gain i,693
1813,desire to,693
1814,were not,693
1815,you want,693
1816,a migraine,693
1817,out my,692
1818,i even,691
1819,after starting,691
1820,know it,691
1821,my whole,690
1822,of me,690
1823,effects the,690
1824,needs to,690
1825,of what,690
1826,last week,688
1827,symptoms were,688
1828,mg dose,688
1829,me back,687
1830,find out,687
1831,switched me,686
1832,the long,686
1833,it off,685
1834,is better,685
1835,in half,685
1836,if that,684
1837,not so,684
1838,called my,683
1839,to change,683
1840,one i,681
1841,and sometimes,681
1842,drug again,681
1843,but am,680
1844,it got,680
1845,with food,680
1846,suffering from,680
1847,normal i,679
1848,get better,679
1849,effects it,679
1850,helps with,679
1851,that will,679
1852,effect on,679
1853,it felt,679
1854,to and,678
1855,find a,678
1856,and took,678
1857,is it,677
1858,my allergies,677
1859,six months,677
1860,bad that,677
1861,other drugs,677
1862,my diet,676
1863,it might,676
1864,i'm taking,676
1865,he had,676
1866,i must,675
1867,i miss,675
1868,a short,675
1869,didn't want,674
1870,in weeks,674
1871,has to,674
1872,the evening,673
1873,don't like,673
1874,you know,673
1875,so glad,673
1876,a slight,672
1877,now it,672
1878,good thing,671
1879,too bad,671
1880,wondering if,671
1881,much of,671
1882,days now,670
1883,felt a,669
1884,still having,669
1885,got the,669
1886,in addition,669
1887,going crazy,669
1888,do with,669
1889,are still,668
1890,about two,668
1891,stay away,667
1892,has changed,666
1893,i won't,666
1894,up a,666
1895,next morning,665
1896,never have,665
1897,life is,664
1898,racing heart,664
1899,very good,664
1900,no period,664
1901,days on,663
1902,leg pain,663
1903,leg cramps,663
1904,muscle spasms,662
1905,top of,662
1906,that there,661
1907,are so,660
1908,increased to,660
1909,about lbs,660
1910,anymore i,660
1911,in sex,659
1912,use the,659
1913,see a,659
1914,the results,658
1915,than before,657
1916,stomach pains,657
1917,rather than,657
1918,who has,657
1919,gain lbs,657
1920,the world,656
1921,within minutes,656
1922,through my,654
1923,only on,654
1924,result of,653
1925,so tired,653
1926,muscle weakness,652
1927,the back,652
1928,if not,652
1929,stomach and,652
1930,start to,651
1931,stuff is,651
1932,of control,650
1933,i almost,649
1934,works well,649
1935,absolutely no,649
1936,will continue,648
1937,meds and,646
1938,did nothing,646
1939,is in,646
1940,she is,646
1941,this poison,645
1942,one pill,645
1943,took one,645
1944,hope that,644
1945,anyone who,644
1946,others have,644
1947,not having,644
1948,do the,644
1949,a hard,644
1950,i've only,644
1951,not only,644
1952,make you,643
1953,that time,643
1954,be in,643
1955,a mg,642
1956,it started,642
1957,was too,641
1958,and fatigue,641
1959,several years,641
1960,is much,640
1961,problem i,639
1962,is i,639
1963,not know,639
1964,been having,639
1965,taking them,639
1966,since it,639
1967,some weight,639
1968,many side,638
1969,decreased appetite,638
1970,for pain,638
1971,always been,637
1972,body and,637
1973,the procedure,637
1974,form of,637
1975,ready to,637
1976,if your,637
1977,experience with,636
1978,after only,636
1979,having the,635
1980,there were,635
1981,out that,635
1982,in about,633
1983,in both,632
1984,nothing for,632
1985,severe headaches,632
1986,been in,631
1987,worry about,631
1988,about minutes,631
1989,medication to,631
1990,it before,630
1991,is really,630
1992,that i've,629
1993,each day,629
1994,gone i,629
1995,is worth,629
1996,it feels,629
1997,clear up,629
1998,and told,629
1999,just the,628
2000,be taking,628
2001,depression but,628
2002,not feel,627
2003,don't get,627
2004,the nd,627
2005,got to,627
2006,addicted to,626
2007,brain zaps,626
2008,pain from,626
2009,something to,625
2010,as an,625
2011,was at,625
2012,i wonder,625
2013,my mother,625
2014,as though,624
2015,without any,624
2016,good i,623
2017,years but,623
2018,the stomach,623
2019,you to,622
2020,a better,622
2021,is working,622
2022,couldn't sleep,622
2023,with your,621
2024,with some,621
2025,just not,621
2026,more i,621
2027,try and,620
2028,this point,619
2029,if there,619
2030,my nose,618
2031,chest and,618
2032,could barely,617
2033,and within,616
2034,around my,616
2035,continued to,616
2036,taking my,616
2037,will help,616
2038,believe it,616
2039,nausea vomiting,616
2040,to experience,616
2041,am i,615
2042,to prevent,615
2043,ortho tri,614
2044,the body,614
2045,second time,614
2046,frequent urination,614
2047,attacks and,614
2048,followed by,614
2049,started at,613
2050,i'm so,613
2051,when taking,612
2052,just as,612
2053,of those,611
2054,with an,611
2055,close to,610
2056,used it,610
2057,week after,610
2058,quite a,609
2059,scared to,609
2060,and neck,608
2061,will get,608
2062,the rd,608
2063,or a,607
2064,who is,607
2065,my ears,607
2066,about an,607
2067,that works,607
2068,weeks now,606
2069,hour after,606
2070,can do,606
2071,see my,605
2072,felt very,605
2073,and hands,605
2074,got my,605
2075,medicine and,605
2076,dosage to,605
2077,hours a,605
2078,for many,605
2079,have read,605
2080,of not,605
2081,anxiety but,603
2082,sleep but,603
2083,my experience,603
2084,neck pain,603
2085,pain that,603
2086,to wean,602
2087,it this,602
2088,than usual,602
2089,the itching,602
2090,now the,602
2091,makes you,602
2092,had it,601
2093,how it,601
2094,effects on,601
2095,work out,601
2096,relief from,601
2097,was supposed,601
2098,the week,600
2099,increased anxiety,600
2100,to reduce,600
2101,to leave,600
2102,of years,599
2103,to talk,599
2104,etc i,598
2105,only had,598
2106,willing to,597
2107,not go,597
2108,and panic,597
2109,looking for,597
2110,still had,597
2111,even when,596
2112,i put,596
2113,feel normal,596
2114,medicine is,595
2115,a nightmare,595
2116,bouts of,595
2117,didn't help,595
2118,one dose,594
2119,medicine for,594
2120,and or,594
2121,were so,593
2122,miss a,593
2123,effects with,593
2124,i suffered,593
2125,gives me,593
2126,or something,592
2127,the rash,592
2128,extreme anxiety,592
2129,not going,591
2130,doctor about,591
2131,first weeks,591
2132,started this,591
2133,was wrong,591
2134,she has,591
2135,something i,590
2136,still not,590
2137,feel as,590
2138,times and,589
2139,up for,589
2140,it caused,589
2141,months but,588
2142,feeling better,588
2143,several months,588
2144,pills i,587
2145,to just,587
2146,myself i,587
2147,did have,587
2148,swelling of,587
2149,was always,586
2150,very little,586
2151,think about,586
2152,with other,586
2153,wellbutrin xl,586
2154,no problem,585
2155,the severe,585
2156,time the,585
2157,body is,585
2158,each time,585
2159,reading the,584
2160,tri cyclen,584
2161,well but,584
2162,feel much,583
2163,gone away,583
2164,since starting,582
2165,one that,582
2166,thought that,582
2167,very low,582
2168,much as,582
2169,made the,581
2170,seems like,581
2171,almost a,580
2172,down i,580
2173,i remember,579
2174,a terrible,579
2175,in that,578
2176,for all,577
2177,told to,577
2178,emergency room,577
2179,anxious and,577
2180,the reason,576
2181,year ago,576
2182,had one,576
2183,getting a,576
2184,was to,576
2185,something that,575
2186,drug the,575
2187,x day,574
2188,now for,574
2189,time for,574
2190,before this,574
2191,period and,574
2192,also taking,574
2193,hope i,574
2194,am currently,574
2195,memory problems,573
2196,first months,573
2197,had before,573
2198,or any,573
2199,though it,573
2200,am hoping,572
2201,the feeling,572
2202,am able,572
2203,i'm very,571
2204,might have,571
2205,a panic,570
2206,of months,570
2207,the following,569
2208,out on,569
2209,increased my,569
2210,all and,569
2211,the taste,569
2212,we have,569
2213,have severe,568
2214,me about,568
2215,to wake,568
2216,of concentration,568
2217,i seem,567
2218,i recommend,567
2219,told my,567
2220,few times,566
2221,switch to,565
2222,that he,565
2223,during my,565
2224,medication has,564
2225,ever since,564
2226,before it,564
2227,on here,564
2228,control i,564
2229,last dose,564
2230,i already,564
2231,and having,564
2232,anything else,563
2233,the headache,563
2234,my old,563
2235,to mention,563
2236,life saver,563
2237,last years,563
2238,so long,562
2239,not really,562
2240,after one,562
2241,to you,561
2242,head and,561
2243,skin and,561
2244,about pounds,561
2245,pills and,561
2246,feel more,560
2247,difference in,560
2248,my insurance,560
2249,anti depressants,560
2250,those who,559
2251,i kept,559
2252,these drugs,558
2253,severe nausea,558
2254,tightness in,558
2255,especially in,558
2256,just want,558
2257,very hard,557
2258,reading all,557
2259,days in,557
2260,other medications,557
2261,when i'm,557
2262,symptoms but,556
2263,said to,556
2264,off my,556
2265,of taste,556
2266,people are,556
2267,ever taken,556
2268,nothing else,555
2269,and be,555
2270,the good,555
2271,i work,555
2272,but had,555
2273,take any,555
2274,cause of,555
2275,with severe,555
2276,am trying,555
2277,and made,554
2278,and couldn't,554
2279,some days,554
2280,down my,553
2281,med for,553
2282,then my,553
2283,was extremely,553
2284,called the,553
2285,is also,553
2286,possible side,553
2287,happened to,552
2288,doctor i,552
2289,did the,551
2290,out to,551
2291,even more,551
2292,thing is,550
2293,was an,549
2294,rapid heart,548
2295,years later,548
2296,month of,548
2297,a feeling,548
2298,rather have,548
2299,of us,548
2300,and can't,548
2301,feel it,548
2302,that have,547
2303,it every,547
2304,with anxiety,546
2305,to begin,546
2306,doctor who,546
2307,losing my,545
2308,bed i,545
2309,plan to,545
2310,and as,545
2311,now but,545
2312,of an,544
2313,shot i,544
2314,with any,544
2315,meds for,544
2316,and its,543
2317,normal and,543
2318,and stopped,542
2319,first night,542
2320,wonders for,542
2321,a total,542
2322,being a,542
2323,many other,542
2324,itching and,542
2325,me more,541
2326,keep my,541
2327,highly recommend,541
2328,in an,541
2329,no way,541
2330,went through,541
2331,days the,541
2332,not too,541
2333,have it,541
2334,all that,540
2335,was causing,540
2336,of hair,540
2337,a whole,540
2338,been using,540
2339,would go,540
2340,use to,540
2341,but as,539
2342,also on,539
2343,the very,539
2344,she had,539
2345,third day,538
2346,weeks but,538
2347,started out,538
2348,will try,537
2349,decreased sex,537
2350,the course,537
2351,person i,537
2352,anti depressant,537
2353,but only,537
2354,later and,537
2355,and nothing,537
2356,here i,536
2357,tired i,536
2358,lasted for,536
2359,no pain,536
2360,and exercise,536
2361,body i,536
2362,is horrible,536
2363,the negative,536
2364,to read,535
2365,and thought,535
2366,past years,534
2367,have this,534
2368,for everyone,534
2369,the edge,534
2370,or if,534
2371,has really,534
2372,have sex,534
2373,was that,534
2374,thinking about,533
2375,the counter,533
2376,to wear,533
2377,away but,533
2378,i stop,533
2379,tried it,532
2380,this way,532
2381,am feeling,532
2382,that could,532
2383,i loved,532
2384,similar to,532
2385,can only,532
2386,have felt,532
2387,a major,532
2388,who are,531
2389,to move,531
2390,or i,531
2391,is different,531
2392,was horrible,531
2393,today and,531
2394,the two,531
2395,that a,531
2396,lost weight,531
2397,is good,531
2398,a baby,531
2399,never again,531
2400,the horrible,531
2401,bloating and,529
2402,mg but,529
2403,in ears,528
2404,the st,527
2405,time my,527
2406,it or,527
2407,these are,527
2408,still get,527
2409,reading this,526
2410,effexor xr,526
2411,medication that,526
2412,skin is,526
2413,my joints,525
2414,end up,524
2415,in order,524
2416,a rash,523
2417,was gone,523
2418,i experience,523
2419,had me,523
2420,and night,523
2421,next week,523
2422,quit smoking,523
2423,was experiencing,522
2424,take another,522
2425,me into,522
2426,ruined my,521
2427,think of,521
2428,the skin,521
2429,not good,521
2430,with depression,520
2431,drug should,520
2432,to look,520
2433,had trouble,520
2434,its not,520
2435,one year,520
2436,effect is,519
