name,url
1409,PROMETHAZINE W/ CODEINE,viewrating.asp?drug=88875&name=PROMETHAZINE+W%2F+CODEINE
1410,PROMETHAZINE WITH CODEINE,viewrating.asp?drug=40650&name=PROMETHAZINE+WITH+CODEINE
1411,PROMETRIUM,viewrating.asp?drug=19781&name=PROMETRIUM
1412,PROPAFENONE HCL,viewrating.asp?drug=75203&name=PROPAFENONE+HCL
1413,PROPANTHELINE BROMIDE,viewrating.asp?drug=80927&name=PROPANTHELINE+BROMIDE
1414,PROPECIA,viewrating.asp?drug=20788&name=PROPECIA
1415,PROPOFOL,viewrating.asp?drug=75102&name=PROPOFOL
1416,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,viewrating.asp?drug=70115&name=PROPOXYPHENE+NAPSYLATE+AND+ACETAMINOPHEN
1417,PROPRANOLOL HCL,viewrating.asp?drug=70125&name=PROPRANOLOL+HCL
1418,PROPRANOLOL HCL INTENSOL,viewrating.asp?drug=71388&name=PROPRANOLOL+HCL+INTENSOL
1419,PROPYLTHIOURACIL,viewrating.asp?drug=6188&name=PROPYLTHIOURACIL
1420,PROSCAR,viewrating.asp?drug=20180&name=PROSCAR
1421,PROSOM,viewrating.asp?drug=19080&name=PROSOM
1422,PROTONIX,viewrating.asp?drug=20987&name=PROTONIX
1423,PROTONIX IV,viewrating.asp?drug=20988&name=PROTONIX+IV
1424,PROTOPIC,viewrating.asp?drug=50777&name=PROTOPIC
1425,PROTROPIN,viewrating.asp?drug=19107&name=PROTROPIN
1426,PROVENTIL,viewrating.asp?drug=17559&name=PROVENTIL
1427,PROVENTIL-HFA,viewrating.asp?drug=20503&name=PROVENTIL%2DHFA
1428,PROVERA,viewrating.asp?drug=11839&name=PROVERA
1429,PROVIGIL,viewrating.asp?drug=20717&name=PROVIGIL
1430,PROZAC,viewrating.asp?drug=18936&name=PROZAC
1431,PSEUDOEPHEDRINE HCL,viewrating.asp?drug=75153&name=PSEUDOEPHEDRINE+HCL
1432,PSEUDOEPHEDRINE HCL AND CHLORPHENIRAMINE MALEATE,viewrating.asp?drug=19428&name=PSEUDOEPHEDRINE+HCL+AND+CHLORPHENIRAMINE+MALEATE
1433,PULMICORT,viewrating.asp?drug=20441&name=PULMICORT
1434,PULMICORT FLEXHALER,viewrating.asp?drug=21949&name=PULMICORT+FLEXHALER
1435,PULMICORT RESPULES,viewrating.asp?drug=20929&name=PULMICORT+RESPULES
1436,PURINETHOL,viewrating.asp?drug=9053&name=PURINETHOL
1437,PYLERA,viewrating.asp?drug=50786&name=PYLERA
1438,QNASL,viewrating.asp?drug=202813&name=QNASL
1439,QSYMIA,viewrating.asp?drug=22580&name=QSYMIA
1440,QUADRAMET,viewrating.asp?drug=20570&name=QUADRAMET
1441,QUARTETTE,viewrating.asp?drug=204061&name=QUARTETTE
1442,QUASENSE,viewrating.asp?drug=77101&name=QUASENSE
1443,QUESTRAN,viewrating.asp?drug=16640&name=QUESTRAN
1444,QUESTRAN LIGHT,viewrating.asp?drug=19669&name=QUESTRAN+LIGHT
1445,QUETIAPINE FUMARATE,viewrating.asp?drug=201109&name=QUETIAPINE+FUMARATE
1446,QUINIDINE GLUCONATE,viewrating.asp?drug=7529&name=QUINIDINE+GLUCONATE
1447,QUIXIN,viewrating.asp?drug=21199&name=QUIXIN
1448,QVAR 80,viewrating.asp?drug=20911&name=QVAR+80
1449,RABEPRAZOLE SODIUM,viewrating.asp?drug=76824&name=RABEPRAZOLE+SODIUM
1450,RAMIPRIL,viewrating.asp?drug=77513&name=RAMIPRIL
1451,RANEXA,viewrating.asp?drug=21526&name=RANEXA
1452,RANITIDINE,viewrating.asp?drug=75439&name=RANITIDINE
1453,RANITIDINE HCL,viewrating.asp?drug=74023&name=RANITIDINE+HCL
1454,RANITIDINE HYDROCHLORIDE,viewrating.asp?drug=75742&name=RANITIDINE+HYDROCHLORIDE
1455,RAPAFLO,viewrating.asp?drug=22206&name=RAPAFLO
1456,RAPAMUNE,viewrating.asp?drug=21083&name=RAPAMUNE
1457,RAYOS,viewrating.asp?drug=202020&name=RAYOS
1458,REBETOL,viewrating.asp?drug=20903&name=REBETOL
1459,RECLAST,viewrating.asp?drug=22080&name=RECLAST
1460,REGLAN,viewrating.asp?drug=17854&name=REGLAN
1461,RELAFEN,viewrating.asp?drug=19583&name=RELAFEN
1462,RELENZA,viewrating.asp?drug=21036&name=RELENZA
1463,RELPAX,viewrating.asp?drug=21016&name=RELPAX
1464,REMERON,viewrating.asp?drug=20415&name=REMERON
1465,REMERON SOLTAB,viewrating.asp?drug=21208&name=REMERON+SOLTAB
1466,REMICADE,viewrating.asp?drug=103772&name=REMICADE
1467,RENOVA,viewrating.asp?drug=19963&name=RENOVA
1468,REPRONEX,viewrating.asp?drug=21047&name=REPRONEX
1469,REQUIP,viewrating.asp?drug=20658&name=REQUIP
1470,REQUIP XL,viewrating.asp?drug=22008&name=REQUIP+XL
1471,RESTASIS,viewrating.asp?drug=50790&name=RESTASIS
1472,RESTORIL,viewrating.asp?drug=18163&name=RESTORIL
1473,RETIN-A,viewrating.asp?drug=16921&name=RETIN%2DA
1474,RETIN-A MICRO,viewrating.asp?drug=20475&name=RETIN%2DA+MICRO
1475,REVIA,viewrating.asp?drug=18932&name=REVIA
1476,REVLIMID,viewrating.asp?drug=21880&name=REVLIMID
1477,REXULTI,viewrating.asp?drug=205422&name=REXULTI
1478,RHINOCORT,viewrating.asp?drug=20233&name=RHINOCORT
1479,RIBAVARIN,viewrating.asp?drug=79117&name=RIBAVARIN
1480,RIFADIN,viewrating.asp?drug=50420&name=RIFADIN
1481,RIFAMPIN,viewrating.asp?drug=64150&name=RIFAMPIN
1482,RILUTEK,viewrating.asp?drug=20599&name=RILUTEK
1483,RISPERDAL,viewrating.asp?drug=20272&name=RISPERDAL
1484,RISPERDAL CONSTA,viewrating.asp?drug=21346&name=RISPERDAL+CONSTA
1485,RISPERIDONE,viewrating.asp?drug=77719&name=RISPERIDONE
1486,RITALIN,viewrating.asp?drug=10187&name=RITALIN
1487,RITALIN LA,viewrating.asp?drug=21284&name=RITALIN+LA
1488,RITALIN-SR,viewrating.asp?drug=18029&name=RITALIN%2DSR
1489,RITODRINE HCL,viewrating.asp?drug=71618&name=RITODRINE+HCL
1490,RIZATRIPTAN BENZOATE,viewrating.asp?drug=202477&name=RIZATRIPTAN+BENZOATE
1491,ROBAXIN,viewrating.asp?drug=11011&name=ROBAXIN
1492,ROBAXISAL,viewrating.asp?drug=12281&name=ROBAXISAL
1493,ROBINUL,viewrating.asp?drug=12827&name=ROBINUL
1494,ROCALTROL,viewrating.asp?drug=18044&name=ROCALTROL
1495,ROCEPHIN,viewrating.asp?drug=50585&name=ROCEPHIN
1496,ROGAINE (FOR MEN),viewrating.asp?drug=19501&name=ROGAINE+%28FOR+MEN%29
1497,ROGAINE EXTRA STRENGTH (FOR MEN),viewrating.asp?drug=20834&name=ROGAINE+EXTRA+STRENGTH+%28FOR+MEN%29
1498,ROMAZICON,viewrating.asp?drug=20073&name=ROMAZICON
1499,ROWASA,viewrating.asp?drug=19618&name=ROWASA
1500,ROXICET,viewrating.asp?drug=87003&name=ROXICET
1501,ROXICET 5/500,viewrating.asp?drug=89775&name=ROXICET+5%2F500
1502,ROXICODONE,viewrating.asp?drug=21011&name=ROXICODONE
1503,ROZEREM,viewrating.asp?drug=21782&name=ROZEREM
1504,RUBRAMIN PC,viewrating.asp?drug=6799&name=RUBRAMIN+PC
1505,RYTARY,viewrating.asp?drug=203312&name=RYTARY
1506,RYTHMOL,viewrating.asp?drug=19151&name=RYTHMOL
1507,RYTHMOL SR,viewrating.asp?drug=21416&name=RYTHMOL+SR
1508,RYZOLT,viewrating.asp?drug=21745&name=RYZOLT
1509,SAFYRAL,viewrating.asp?drug=22574&name=SAFYRAL
1510,SALAGEN,viewrating.asp?drug=20237&name=SALAGEN
1511,SANCTURA,viewrating.asp?drug=21595&name=SANCTURA
1512,SANCTURA XR,viewrating.asp?drug=22103&name=SANCTURA+XR
1513,SANDIMMUNE,viewrating.asp?drug=50573&name=SANDIMMUNE
1514,SANDOSTATIN,viewrating.asp?drug=19667&name=SANDOSTATIN
1515,SANDOSTATIN LAR,viewrating.asp?drug=21008&name=SANDOSTATIN+LAR
1516,SANSERT,viewrating.asp?drug=12516&name=SANSERT
1517,SAPHRIS,viewrating.asp?drug=22117&name=SAPHRIS
1518,SARAFEM,viewrating.asp?drug=21860&name=SARAFEM
1519,SAVELLA,viewrating.asp?drug=22256&name=SAVELLA
1520,SEASONALE,viewrating.asp?drug=21544&name=SEASONALE
1521,SEASONIQUE,viewrating.asp?drug=21840&name=SEASONIQUE
1522,SECONAL SODIUM,viewrating.asp?drug=86101&name=SECONAL+SODIUM
1523,SECTRAL,viewrating.asp?drug=18917&name=SECTRAL
1524,SELEGILINE HCL,viewrating.asp?drug=19334&name=SELEGILINE+HCL
1525,SEMPREX-D,viewrating.asp?drug=19806&name=SEMPREX%2DD
1526,SENSIPAR,viewrating.asp?drug=21688&name=SENSIPAR
1527,SEPTOCAINE,viewrating.asp?drug=20971&name=SEPTOCAINE
1528,SEPTRA,viewrating.asp?drug=17376&name=SEPTRA
1529,SERAX,viewrating.asp?drug=15539&name=SERAX
1530,SEREVENT,viewrating.asp?drug=20236&name=SEREVENT
1531,SEROPHENE,viewrating.asp?drug=18361&name=SEROPHENE
1532,SEROQUEL,viewrating.asp?drug=20639&name=SEROQUEL
1533,SEROQUEL XR,viewrating.asp?drug=22047&name=SEROQUEL+XR
1534,SERTRALINE HYDROCHLORIDE,viewrating.asp?drug=78861&name=SERTRALINE+HYDROCHLORIDE
1535,SERZONE,viewrating.asp?drug=20152&name=SERZONE
1536,SIMCOR,viewrating.asp?drug=22078&name=SIMCOR
1537,SIMPONI,viewrating.asp?drug=125289&name=SIMPONI
1538,SIMVASTATIN,viewrating.asp?drug=90383&name=SIMVASTATIN
1539,SINEMET,viewrating.asp?drug=17555&name=SINEMET
1540,SINEMET CR,viewrating.asp?drug=19856&name=SINEMET+CR
1541,SINEQUAN,viewrating.asp?drug=16798&name=SINEQUAN
1542,SINGULAIR,viewrating.asp?drug=20829&name=SINGULAIR
1543,SKELAXIN,viewrating.asp?drug=13217&name=SKELAXIN
1544,SLO-BID,viewrating.asp?drug=87892&name=SLO%2DBID
1545,SOLARAZE,viewrating.asp?drug=21005&name=SOLARAZE
1546,SOLODYN,viewrating.asp?drug=50808&name=SOLODYN
1547,SOLU-CORTEF,viewrating.asp?drug=9866&name=SOLU%2DCORTEF
1548,SOLU-MEDROL,viewrating.asp?drug=11856&name=SOLU%2DMEDROL
1549,SOMA,viewrating.asp?drug=11792&name=SOMA
1550,SOMA COMPOUND,viewrating.asp?drug=12365&name=SOMA+COMPOUND
1551,SONATA,viewrating.asp?drug=20859&name=SONATA
1552,SORIATANE,viewrating.asp?drug=19821&name=SORIATANE
1553,SOTALOL HCL,viewrating.asp?drug=75237&name=SOTALOL+HCL
1554,SOTALOL HYDROCHLORIDE,viewrating.asp?drug=22306&name=SOTALOL+HYDROCHLORIDE
1555,SOVALDI,viewrating.asp?drug=204671&name=SOVALDI
1556,SPECTAZOLE,viewrating.asp?drug=18751&name=SPECTAZOLE
1557,SPECTRACEF,viewrating.asp?drug=21222&name=SPECTRACEF
1558,SPIRIVA,viewrating.asp?drug=21395&name=SPIRIVA
1559,SPIRIVA RESPIMAT,viewrating.asp?drug=21936&name=SPIRIVA+RESPIMAT
1560,SPIRONOLACTONE,viewrating.asp?drug=40353&name=SPIRONOLACTONE
1561,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,viewrating.asp?drug=86513&name=SPIRONOLACTONE+AND+HYDROCHLOROTHIAZIDE
1562,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,viewrating.asp?drug=87948&name=SPIRONOLACTONE+W%2F+HYDROCHLOROTHIAZIDE
1563,SPORANOX,viewrating.asp?drug=20083&name=SPORANOX
1564,SPRINTEC,viewrating.asp?drug=75804&name=SPRINTEC
1565,SPRIX,viewrating.asp?drug=22382&name=SPRIX
1566,STADOL,viewrating.asp?drug=19890&name=STADOL
1567,STADOL PRESERVATIVE FREE,viewrating.asp?drug=17857&name=STADOL+PRESERVATIVE+FREE
1568,STARLIX,viewrating.asp?drug=21204&name=STARLIX
1569,STAXYN,viewrating.asp?drug=200179&name=STAXYN
1570,STELAZINE,viewrating.asp?drug=11552&name=STELAZINE
1571,STENDRA,viewrating.asp?drug=202276&name=STENDRA
1572,STIMATE,viewrating.asp?drug=20355&name=STIMATE
1573,STRATTERA,viewrating.asp?drug=21411&name=STRATTERA
1574,STREPTOMYCIN SULFATE,viewrating.asp?drug=60111&name=STREPTOMYCIN+SULFATE
1575,STRIANT,viewrating.asp?drug=21543&name=STRIANT
1576,STRIBILD,viewrating.asp?drug=203100&name=STRIBILD
1577,STROMECTOL,viewrating.asp?drug=50742&name=STROMECTOL
1578,SUBLIMAZE PRESERVATIVE FREE,viewrating.asp?drug=16619&name=SUBLIMAZE+PRESERVATIVE+FREE
1579,SUBOXONE,viewrating.asp?drug=20733&name=SUBOXONE
1580,SUBUTEX,viewrating.asp?drug=20732&name=SUBUTEX
1581,SUCRALFATE,viewrating.asp?drug=70848&name=SUCRALFATE
1582,SUDAFED 12 HOUR,viewrating.asp?drug=73585&name=SUDAFED+12+HOUR
1583,SULAR,viewrating.asp?drug=20356&name=SULAR
1584,SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,viewrating.asp?drug=73630&name=SULFACETAMIDE+SODIUM+AND+PREDNISOLONE+SODIUM+PHOSPHATE
1585,SULFADIAZINE,viewrating.asp?drug=40091&name=SULFADIAZINE
1586,SULFAMETHOXAZOLE AND TRIMETHOPRIM,viewrating.asp?drug=18242&name=SULFAMETHOXAZOLE+AND+TRIMETHOPRIM
1587,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,viewrating.asp?drug=18598&name=SULFAMETHOXAZOLE+AND+TRIMETHOPRIM+DOUBLE+STRENGTH
1588,SULFASALAZINE,viewrating.asp?drug=85828&name=SULFASALAZINE
1589,SULINDAC,viewrating.asp?drug=71795&name=SULINDAC
1590,SUMATRIPTAN SUCCINATE,viewrating.asp?drug=79240&name=SUMATRIPTAN+SUCCINATE
1591,SUMAVEL DOSEPRO,viewrating.asp?drug=22239&name=SUMAVEL+DOSEPRO
1592,SUPRAX,viewrating.asp?drug=50622&name=SUPRAX
1593,SUPREP BOWEL PREP KIT,viewrating.asp?drug=22372&name=SUPREP+BOWEL+PREP+KIT
1594,SURMONTIL,viewrating.asp?drug=16792&name=SURMONTIL
1595,SUSTIVA,viewrating.asp?drug=20972&name=SUSTIVA
1596,SUTENT,viewrating.asp?drug=21938&name=SUTENT
1597,SYEDA,viewrating.asp?drug=90114&name=SYEDA
1598,SYMBICORT,viewrating.asp?drug=21929&name=SYMBICORT
1599,SYMBYAX,viewrating.asp?drug=21520&name=SYMBYAX
1600,SYMLIN,viewrating.asp?drug=21332&name=SYMLIN
1601,SYMMETREL,viewrating.asp?drug=16023&name=SYMMETREL
1602,SYNALAR,viewrating.asp?drug=12787&name=SYNALAR
1603,SYNAREL,viewrating.asp?drug=19886&name=SYNAREL
1604,SYNTHROID,viewrating.asp?drug=21402&name=SYNTHROID
1605,TACLONEX SCALP,viewrating.asp?drug=22185&name=TACLONEX+SCALP
1606,TAGAMET,viewrating.asp?drug=17924&name=TAGAMET
1607,TAGAMET HB 200,viewrating.asp?drug=20951&name=TAGAMET+HB+200
1608,TALACEN,viewrating.asp?drug=18458&name=TALACEN
1609,TALWIN,viewrating.asp?drug=16194&name=TALWIN
1610,TALWIN NX,viewrating.asp?drug=18733&name=TALWIN+NX
1611,TAMBOCOR,viewrating.asp?drug=18830&name=TAMBOCOR
1612,TAMIFLU,viewrating.asp?drug=21087&name=TAMIFLU
1613,TAMOXIFEN CITRATE,viewrating.asp?drug=76398&name=TAMOXIFEN+CITRATE
1614,TAMSULOSIN HYDROCHLORIDE,viewrating.asp?drug=90931&name=TAMSULOSIN+HYDROCHLORIDE
1615,TAPAZOLE,viewrating.asp?drug=7517&name=TAPAZOLE
1616,TARCEVA,viewrating.asp?drug=21743&name=TARCEVA
1617,TARGRETIN,viewrating.asp?drug=21055&name=TARGRETIN
1618,TARKA,viewrating.asp?drug=20591&name=TARKA
1619,TASMAR,viewrating.asp?drug=20697&name=TASMAR
1620,TAVIST,viewrating.asp?drug=17661&name=TAVIST
1621,TAXOL,viewrating.asp?drug=20262&name=TAXOL
1622,TAXOTERE,viewrating.asp?drug=20449&name=TAXOTERE
1623,TAZORAC,viewrating.asp?drug=20600&name=TAZORAC
1624,TAZTIA XT,viewrating.asp?drug=75401&name=TAZTIA+XT
1625,TECFIDERA,viewrating.asp?drug=204063&name=TECFIDERA
1626,TEGRETOL,viewrating.asp?drug=16608&name=TEGRETOL
1627,TEGRETOL-XR,viewrating.asp?drug=20234&name=TEGRETOL%2DXR
1628,TEKTURNA,viewrating.asp?drug=21985&name=TEKTURNA
1629,TEKTURNA HCT,viewrating.asp?drug=22107&name=TEKTURNA+HCT
1630,TELMISARTAN,viewrating.asp?drug=78710&name=TELMISARTAN
1631,TELMISARTAN AND AMLODIPINE,viewrating.asp?drug=201586&name=TELMISARTAN+AND+AMLODIPINE
1632,TEMAZEPAM,viewrating.asp?drug=70919&name=TEMAZEPAM
1633,TEMODAR,viewrating.asp?drug=21029&name=TEMODAR
1634,TEMOVATE,viewrating.asp?drug=19322&name=TEMOVATE
1635,TEMOVATE E,viewrating.asp?drug=20340&name=TEMOVATE+E
1636,TENCON,viewrating.asp?drug=89405&name=TENCON
1637,TENEX,viewrating.asp?drug=19032&name=TENEX
1638,TENORETIC 100,viewrating.asp?drug=18760&name=TENORETIC+100
1639,TENORMIN,viewrating.asp?drug=18240&name=TENORMIN
1640,TENUATE,viewrating.asp?drug=11722&name=TENUATE
1641,TENUATE DOSPAN,viewrating.asp?drug=12546&name=TENUATE+DOSPAN
1642,TEQUIN,viewrating.asp?drug=21062&name=TEQUIN
1643,TERAZOL 3,viewrating.asp?drug=19641&name=TERAZOL+3
1644,TERAZOL 7,viewrating.asp?drug=19579&name=TERAZOL+7
1645,TERAZOSIN HCL,viewrating.asp?drug=74315&name=TERAZOSIN+HCL
1646,TERBINAFINE HYDROCHLORIDE,viewrating.asp?drug=77511&name=TERBINAFINE+HYDROCHLORIDE
1647,TESSALON,viewrating.asp?drug=11210&name=TESSALON
1648,TESTIM,viewrating.asp?drug=21454&name=TESTIM
1649,TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE,viewrating.asp?drug=85603&name=TESTOSTERONE+CYPIONATE%2DESTRADIOL+CYPIONATE
1650,TESTOSTERONE ENANTHATE AND ESTRADIOL VALERATE,viewrating.asp?drug=85865&name=TESTOSTERONE+ENANTHATE+AND+ESTRADIOL+VALERATE
1651,TESTOSTERONE PROPIONATE,viewrating.asp?drug=80188&name=TESTOSTERONE+PROPIONATE
1652,TETRACYCLINE HYDROCHLORIDE,viewrating.asp?drug=60469&name=TETRACYCLINE+HYDROCHLORIDE
1653,TEVETEN,viewrating.asp?drug=20738&name=TEVETEN
1654,THALOMID,viewrating.asp?drug=20785&name=THALOMID
1655,THEO-24,viewrating.asp?drug=81034&name=THEO%2D24
1656,THEO-DUR,viewrating.asp?drug=85328&name=THEO%2DDUR
1657,THEOPHYLLINE,viewrating.asp?drug=40034&name=THEOPHYLLINE
1658,THORAZINE,viewrating.asp?drug=9149&name=THORAZINE
1659,THRIVE,viewrating.asp?drug=77658&name=THRIVE
1660,THYROLAR-0.25,viewrating.asp?drug=16807&name=THYROLAR%2D0%2E25
1661,TIAZAC,viewrating.asp?drug=20401&name=TIAZAC
1662,TIGAN,viewrating.asp?drug=17530&name=TIGAN
1663,TIKOSYN,viewrating.asp?drug=20931&name=TIKOSYN
1664,TILADE,viewrating.asp?drug=19660&name=TILADE
1665,TIMENTIN,viewrating.asp?drug=50590&name=TIMENTIN
1666,TIMOLOL MALEATE,viewrating.asp?drug=20963&name=TIMOLOL+MALEATE
1667,TIMOPTIC,viewrating.asp?drug=18086&name=TIMOPTIC
1668,TIMOPTIC-XE,viewrating.asp?drug=20330&name=TIMOPTIC%2DXE
1669,TINDAMAX,viewrating.asp?drug=21618&name=TINDAMAX
1670,TIROSINT,viewrating.asp?drug=22121&name=TIROSINT
1671,TIZANIDINE HYDROCHLORIDE,viewrating.asp?drug=76283&name=TIZANIDINE+HYDROCHLORIDE
1672,TOBRADEX,viewrating.asp?drug=50592&name=TOBRADEX
1673,TOBRAMYCIN AND DEXAMETHASONE,viewrating.asp?drug=64134&name=TOBRAMYCIN+AND+DEXAMETHASONE
1674,TOBREX,viewrating.asp?drug=50541&name=TOBREX
1675,TOFRANIL,viewrating.asp?drug=87844&name=TOFRANIL
1676,TOFRANIL-PM,viewrating.asp?drug=17090&name=TOFRANIL%2DPM
1677,TOLECTIN,viewrating.asp?drug=17628&name=TOLECTIN
1678,TOLECTIN DS,viewrating.asp?drug=18084&name=TOLECTIN+DS
1679,TOPAMAX,viewrating.asp?drug=20505&name=TOPAMAX
1680,TOPAMAX SPRINKLE,viewrating.asp?drug=20844&name=TOPAMAX+SPRINKLE
1681,TOPICORT,viewrating.asp?drug=17856&name=TOPICORT
1682,TOPIRAMATE,viewrating.asp?drug=90353&name=TOPIRAMATE
1683,TOPROL-XL,viewrating.asp?drug=19962&name=TOPROL%2DXL
1684,TORADOL,viewrating.asp?drug=19645&name=TORADOL
1685,TORSEMIDE,viewrating.asp?drug=78007&name=TORSEMIDE
1686,TOUJEO SOLOSTAR,viewrating.asp?drug=206538&name=TOUJEO+SOLOSTAR
1687,TOVIAZ,viewrating.asp?drug=22030&name=TOVIAZ
1688,TRACLEER,viewrating.asp?drug=21290&name=TRACLEER
1689,TRADJENTA,viewrating.asp?drug=201280&name=TRADJENTA
1690,TRAMADOL HYDROCHLORIDE,viewrating.asp?drug=78783&name=TRAMADOL+HYDROCHLORIDE
1691,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,viewrating.asp?drug=90485&name=TRAMADOL+HYDROCHLORIDE+AND+ACETAMINOPHEN
1692,TRANSDERM SCOP,viewrating.asp?drug=17874&name=TRANSDERM+SCOP
1693,TRANSDERM-NITRO,viewrating.asp?drug=20144&name=TRANSDERM%2DNITRO
1694,TRANXENE SD,viewrating.asp?drug=17105&name=TRANXENE+SD
1695,TRASYLOL,viewrating.asp?drug=20304&name=TRASYLOL
1696,TRAVATAN,viewrating.asp?drug=21257&name=TRAVATAN
1697,TRAVATAN Z,viewrating.asp?drug=21994&name=TRAVATAN+Z
1698,TRAZODONE HCL,viewrating.asp?drug=70857&name=TRAZODONE+HCL
1699,TRAZODONE HYDROCHLORIDE,viewrating.asp?drug=71514&name=TRAZODONE+HYDROCHLORIDE
1700,TRELSTAR,viewrating.asp?drug=20715&name=TRELSTAR
1701,TRENTAL,viewrating.asp?drug=18631&name=TRENTAL
1702,TREXALL,viewrating.asp?drug=40385&name=TREXALL
1703,TREXIMET,viewrating.asp?drug=21926&name=TREXIMET
1704,TRIAMCINOLONE ACETONIDE,viewrating.asp?drug=19503&name=TRIAMCINOLONE+ACETONIDE
1705,TRIAMCINOLONE ACETONIDE IN ABSORBASE,viewrating.asp?drug=89595&name=TRIAMCINOLONE+ACETONIDE+IN+ABSORBASE
1706,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,viewrating.asp?drug=71251&name=TRIAMTERENE+AND+HYDROCHLOROTHIAZIDE
1707,TRIAZOLAM,viewrating.asp?drug=74031&name=TRIAZOLAM
1708,TRIBENZOR,viewrating.asp?drug=200175&name=TRIBENZOR
1709,TRICOR,viewrating.asp?drug=21656&name=TRICOR
1710,TRICOR (MICRONIZED),viewrating.asp?drug=19304&name=TRICOR+%28MICRONIZED%29
1711,TRIDESILON,viewrating.asp?drug=17010&name=TRIDESILON
1712,TRIGLIDE,viewrating.asp?drug=21350&name=TRIGLIDE
1713,TRILAFON,viewrating.asp?drug=10775&name=TRILAFON
1714,TRILEPTAL,viewrating.asp?drug=21014&name=TRILEPTAL
1715,TRI-LINYAH,viewrating.asp?drug=90524&name=TRI%2DLINYAH
1716,TRILIPIX,viewrating.asp?drug=22224&name=TRILIPIX
1717,TRILYTE,viewrating.asp?drug=76491&name=TRILYTE
1718,TRIMETH/SULFA,viewrating.asp?drug=72399&name=TRIMETH%2FSULFA
1719,TRIMETHOPRIM,viewrating.asp?drug=18679&name=TRIMETHOPRIM
1720,TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,viewrating.asp?drug=64120&name=TRIMETHOPRIM+SULFATE+AND+POLYMYXIN+B+SULFATE
1721,TRIMOX,viewrating.asp?drug=61885&name=TRIMOX
1722,TRI-NORINYL 21-DAY,viewrating.asp?drug=18977&name=TRI%2DNORINYL+21%2DDAY
1723,TRIOSTAT,viewrating.asp?drug=20105&name=TRIOSTAT
1724,TRIPHASIL-21,viewrating.asp?drug=19192&name=TRIPHASIL%2D21
1725,TRIPHASIL-28,viewrating.asp?drug=19190&name=TRIPHASIL%2D28
1726,"TRIPROLIDINE HCL, PSEUDOEPHEDRINE HCL AND CODEINE PHOSPHATE",viewrating.asp?drug=88833&name=TRIPROLIDINE+HCL%2C+PSEUDOEPHEDRINE+HCL+AND+CODEINE+PHOSPHATE
1727,TRI-SPRINTEC,viewrating.asp?drug=75808&name=TRI%2DSPRINTEC
1728,TRIVORA-21,viewrating.asp?drug=74538&name=TRIVORA%2D21
1729,TRIZIVIR,viewrating.asp?drug=21205&name=TRIZIVIR
1730,TROKENDI XR,viewrating.asp?drug=201635&name=TROKENDI+XR
1731,TROVAN,viewrating.asp?drug=20759&name=TROVAN
1732,TRULICITY,viewrating.asp?drug=125469&name=TRULICITY
1733,TRUSOPT,viewrating.asp?drug=20408&name=TRUSOPT
1734,TRUVADA,viewrating.asp?drug=21752&name=TRUVADA
1735,TUDORZA PRESSAIR,viewrating.asp?drug=202450&name=TUDORZA+PRESSAIR
1736,TUSSICAPS,viewrating.asp?drug=77273&name=TUSSICAPS
1737,TUSSIONEX PENNKINETIC,viewrating.asp?drug=19111&name=TUSSIONEX+PENNKINETIC
1738,TYLENOL,viewrating.asp?drug=19872&name=TYLENOL
1739,TYLENOL W/ CODEINE,viewrating.asp?drug=85057&name=TYLENOL+W%2F+CODEINE
1740,TYLENOL W/ CODEINE NO. 1,viewrating.asp?drug=85055&name=TYLENOL+W%2F+CODEINE+NO%2E+1
1741,TYLOX,viewrating.asp?drug=88790&name=TYLOX
1742,TYSABRI,viewrating.asp?drug=125104&name=TYSABRI
1743,ULORIC,viewrating.asp?drug=21856&name=ULORIC
1744,ULTANE,viewrating.asp?drug=20478&name=ULTANE
1745,ULTRACET,viewrating.asp?drug=21123&name=ULTRACET
1746,ULTRAM,viewrating.asp?drug=20281&name=ULTRAM
1747,ULTRAM ER,viewrating.asp?drug=21692&name=ULTRAM+ER
1748,ULTRAVATE,viewrating.asp?drug=19967&name=ULTRAVATE
1749,UNIRETIC,viewrating.asp?drug=20729&name=UNIRETIC
1750,UNISOM,viewrating.asp?drug=18066&name=UNISOM
1751,UNITHROID,viewrating.asp?drug=21210&name=UNITHROID
1752,UNIVASC,viewrating.asp?drug=20312&name=UNIVASC
1753,URECHOLINE,viewrating.asp?drug=88440&name=URECHOLINE
1754,UREX,viewrating.asp?drug=16151&name=UREX
1755,UROCIT-K,viewrating.asp?drug=19071&name=UROCIT%2DK
1756,UROXATRAL,viewrating.asp?drug=21287&name=UROXATRAL
1757,URSO 250,viewrating.asp?drug=20675&name=URSO+250
1758,URSODIOL,viewrating.asp?drug=75517&name=URSODIOL
